Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
20210610T1400_CBASS_US_MoteOff_Past_1_30_750_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_1_30_750_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21945519.0	0.0	20-150	54.0	2.458625670380367	126.05949702078132	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_1_30_750_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_1_30_750_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21945519.0	0.0	20-150	54.0	3.7677860191372217	126.03020452603559	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_1_34_1140_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_1_34_1140_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22984834.0	0.0	20-150	48.0	9.18115901006306	144.228868783651	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_34_1140_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_1_34_1140_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22984834.0	0.0	20-150	48.0	10.118905684246293	144.17980256024472	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_34_180_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_1_34_180_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15609334.0	0.0	20-150	50.0	2.4339466946339607	143.9993317459925	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_34_180_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_1_34_180_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15609334.0	0.0	20-150	50.0	3.7798176345014722	143.94712951878665	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_34_360_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_1_34_360_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18578119.0	0.0	20-150	55.0	3.0395457279253737	134.4826911701879	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_34_360_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_1_34_360_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18578119.0	0.0	20-150	55.0	3.920743768136423	134.453595705787	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_34_420_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_1_34_420_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22627698.0	0.0	20-150	56.0	2.290314589500666	147.51471267647287	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
20210610T1400_CBASS_US_MoteOff_Past_1_34_420_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_1_34_420_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22627698.0	0.0	20-150	56.0	3.7903708338749045	147.49766905144307	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
20210610T1400_CBASS_US_MoteOff_Past_1_34_750_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_1_34_750_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16340463.0	0.0	20-150	51.0	2.932627281417093	142.25695140951638	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_34_750_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_1_34_750_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16340463.0	0.0	20-150	51.0	4.812092632188325	142.23828498617206	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_37_1140_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_1_37_1140_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14990154.0	0.0	20-150	48.0	11.732208317724012	135.74546165436325	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_37_1140_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_1_37_1140_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14990154.0	0.0	20-150	48.0	12.783996314240403	135.67091405465214	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_37_180_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_1_37_180_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20726039.0	0.0	20-150	51.0	1.9240084281548064	134.81748413191735	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_37_180_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_1_37_180_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20726039.0	0.0	20-150	51.0	3.4077160096095613	134.765782405408	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_37_360_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_1_37_360_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13526180.0	0.0	20-150	50.0	3.083437350051338	144.225739861513	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_37_360_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_1_37_360_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13526180.0	0.0	20-150	50.0	4.599809630375369	144.2046165288352	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_37_420_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_1_37_420_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17553743.0	0.0	20-150	49.0	6.00878417074854	148.40359204301896	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_37_420_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_1_37_420_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17553743.0	0.0	20-150	49.0	7.230206284103315	148.41673647608945	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_37_750_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_1_37_750_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16834804.0	0.0	20-150	49.0	5.856727295391859	145.27577921311112	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_37_750_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_1_37_750_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16834804.0	0.0	20-150	49.0	7.500820445746608	145.28764974038307	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_39_1140_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_1_39_1140_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16301606.0	0.0	20-150	47.0	10.814069669886607	120.96904808029343	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_39_1140_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_1_39_1140_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16301606.0	0.0	20-150	47.0	11.951150358731164	120.89311734070864	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_39_180_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_1_39_180_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15036657.0	0.0	20-150	50.0	3.1258560587699318	142.53798946135433	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_1_39_180_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_1_39_180_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15036657.0	0.0	20-150	50.0	4.2404375362608295	142.4990129787492	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_1_39_360_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_1_39_360_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13159193.0	0.0	20-150	46.0	5.7305926146833315	147.75212522530828	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_39_360_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_1_39_360_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13159193.0	0.0	20-150	46.0	6.572029138483669	147.79248355123298	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_39_420_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_1_39_420_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15469588.0	0.0	20-150	45.0	15.01833708670694	147.18103016059638	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_39_420_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_1_39_420_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15469588.0	0.0	20-150	45.0	16.40649067883084	147.20329714016947	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_39_750_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_1_39_750_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28631463.0	0.0	20-150	49.0	1.8434867031871995	107.11677670819685	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_1_39_750_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_1_39_750_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28631463.0	0.0	20-150	49.0	2.744224339454203	107.09206529194823	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_1_T0_0_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_1_T0_0_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16768083.0	0.0	20-150	50.0	3.730944081714787	146.7743552438284	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_T0_0_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_1_T0_0_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16768083.0	0.0	20-150	50.0	5.182207354685447	146.732866124291	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_only_seq_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_1_only_seq_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19504136.0	0.0	20-150	55.0	4.467279884687543	145.56229089050652	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_1_only_seq_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_1_only_seq_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19504136.0	0.0	20-150	55.0	6.617138307835922	145.53613484852647	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_30_1140_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_30_1140_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21061456.0	0.0	20-150	47.0	15.552293632916204	146.75221931475204	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_30_1140_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_30_1140_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21061456.0	0.0	20-150	47.0	16.775318666660105	146.69782473728313	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_30_180_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_30_180_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18719604.0	0.0	20-150	47.0	14.529296333460792	148.19832096875552	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_30_180_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_30_180_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18719604.0	0.0	20-150	47.0	15.709061206735598	148.14987181352768	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_30_360_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_30_360_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18351108.0	0.0	20-150	50.0	3.499867989326545	139.85817935353003	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_30_360_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_30_360_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18351108.0	0.0	20-150	50.0	4.511384991382353	139.80922323600296	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_30_420_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_30_420_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17231478.0	0.0	20-150	51.0	2.8775399545218665	148.54923234095185	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_30_420_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_30_420_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17231478.0	0.0	20-150	51.0	4.326320253532236	148.5365543803033	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_30_750_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_30_750_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20657961.0	0.0	20-150	50.0	7.119394245041896	145.80113748883542	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_30_750_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_30_750_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20657961.0	0.0	20-150	50.0	8.7655174048149	145.79143595052773	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_34_1140_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_34_1140_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15401067.0	0.0	20-150	49.0	8.480561330607838	138.5171863092343	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_34_1140_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_34_1140_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15401067.0	0.0	20-150	49.0	9.49226413924308	138.4478840979005	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_34_180_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_34_180_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16969560.0	0.0	20-150	47.0	12.648922303812865	147.7478528023119	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_34_180_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_34_180_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16969560.0	0.0	20-150	47.0	13.603643535422952	147.7114881587973	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_34_360_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_34_360_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20981448.0	0.0	20-150	53.0	2.2178596753404602	133.46086290135932	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_2_34_360_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_34_360_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20981448.0	0.0	20-150	53.0	3.084717385988607	133.42389347961114	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_2_34_420_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_34_420_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18603161.0	0.0	20-150	50.0	3.9953481013642267	148.47968471594692	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_34_420_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_34_420_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18603161.0	0.0	20-150	50.0	5.413334827167741	148.47338245365935	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_34_750_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_34_750_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15668703.0	0.0	20-150	48.0	11.356837691234233	148.08090861126158	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_34_750_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_34_750_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15668703.0	0.0	20-150	48.0	12.518561875463732	148.0713732336365	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_37_1140_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_37_1140_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13953341.0	0.0	20-150	47.0	12.808017065499724	138.65977001493764	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_37_1140_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_37_1140_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13953341.0	0.0	20-150	47.0	13.722116581604674	138.58606071477791	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_37_180_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_37_180_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17701631.0	0.0	20-150	50.0	2.5674097045646747	139.70768987332298	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_37_180_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_37_180_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17701631.0	0.0	20-150	50.0	3.9936673090654393	139.65425095574525	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_37_360_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_37_360_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12824909.0	0.0	20-150	50.0	3.5212799176416882	148.19653644326053	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_37_360_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_37_360_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12824909.0	0.0	20-150	50.0	4.53659627954505	148.1914141457066	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_37_420_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_37_420_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15337004.0	0.0	20-150	51.0	4.7058017994980235	148.3552940978564	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_37_420_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_37_420_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15337004.0	0.0	20-150	51.0	5.864020340423763	148.3570454177361	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_37_750_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_37_750_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24936919.0	0.0	20-150	50.0	2.8161851024102886	140.79123487548722	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_37_750_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_37_750_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24936919.0	0.0	20-150	50.0	3.96106884864826	140.78990339584453	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_39_1140_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_39_1140_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16292462.0	0.0	20-150	46.0	11.420682026802439	126.21364947789965	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_39_1140_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_39_1140_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16292462.0	0.0	20-150	46.0	12.515861866504741	126.12873100455904	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_39_180_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_39_180_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19972379.0	0.0	20-150	50.0	3.4210911564618196	132.94954747253695	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_2_39_180_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_39_180_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19972379.0	0.0	20-150	49.0	5.110171619916947	132.9179524382148	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_2_39_360_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_39_360_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14446567.0	0.0	20-150	49.0	3.2933307226842534	147.11399947129308	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_39_360_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_39_360_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14446567.0	0.0	20-150	49.0	5.120593087269294	147.13078456632638	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_39_420_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_39_420_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20088123.0	0.0	20-150	46.0	8.59683022657067	146.9440847211061	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_39_420_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_39_420_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20088123.0	0.0	20-150	46.0	9.954628054009913	146.89290547454334	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_39_750_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_39_750_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23115899.0	0.0	20-150	43.0	7.904197736585347	129.1904809758859	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_39_750_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_39_750_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23115899.0	0.0	20-150	43.0	9.108618146120609	129.14388114431543	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
